# nx 200 
# ny 200 
# zeta0    alpha   kzeta       
0.20528      1.20603      0.68078
0.20528      1.21608      0.67807
0.20528      1.22613      0.67537
0.20528      1.23618      0.67269
0.20528      1.24623      0.67004
0.20528      1.25628      0.66740
0.20528      1.26633      0.66479
0.20528      1.27638      0.66219
0.20528      1.28643      0.65962
0.20528      1.29648      0.65706
0.20528      1.30653      0.65453
0.20528      1.31658      0.65201
0.20528      1.32663      0.64951
0.20528      1.33668      0.64703
0.20528      1.34673      0.64457
0.20528      1.35678      0.64213
0.20528      1.36683      0.63971
0.20528      1.37688      0.63731
0.20528      1.38693      0.63492
0.20528      1.39698      0.63255
0.20528      1.40704      0.63020
0.20528      1.41709      0.62786
0.20528      1.42714      0.62554
0.20528      1.43719      0.62324
0.20528      1.44724      0.62096
0.20528      1.45729      0.61869
0.20528      1.46734      0.61644
0.20528      1.47739      0.61420
0.20528      1.48744      0.61198
0.20528      1.49749      0.60978
0.20528      1.50754      0.60759
0.20528      1.51759      0.60542
0.20528      1.52764      0.60326
0.20528      1.53769      0.60112
0.20528      1.54774      0.59899
0.20528      1.55779      0.59688
0.20528      1.56784      0.59478
0.20528      1.57789      0.59270
0.20528      1.58794      0.59063
0.20528      1.59799      0.58858
0.20528      1.60804      0.58653
0.20528      1.61809      0.58451
0.20528      1.62814      0.58250
0.20528      1.63819      0.58050
0.20528      1.64824      0.57851
0.20528      1.65829      0.57654
0.20528      1.66834      0.57458
0.20528      1.67839      0.57263
0.20528      1.68844      0.57070
0.20528      1.69849      0.56878
0.20528      1.70854      0.56688
0.20528      1.71859      0.56498
0.20528      1.72864      0.56310
0.20528      1.73869      0.56123
0.20528      1.74874      0.55937
0.20528      1.75879      0.55753
0.20528      1.76884      0.55569
0.20528      1.77889      0.55387
0.20528      1.78894      0.55206
0.20528      1.79899      0.55027
0.20528      1.80905      0.54848
0.20528      1.81910      0.54670
0.20528      1.82915      0.54494
0.20528      1.83920      0.54319
0.20528      1.84925      0.54145
0.20528      1.85930      0.53972
0.20528      1.86935      0.53800
0.20528      1.87940      0.53629
0.20528      1.88945      0.53459
0.20528      1.89950      0.53291
0.20528      1.90955      0.53123
0.20528      1.91960      0.52956
0.20528      1.92965      0.52791
0.20528      1.93970      0.52626
0.20528      1.94975      0.52463
0.20528      1.95980      0.52300
0.20528      1.96985      0.52139
0.20528      1.97990      0.51978
0.20528      1.98995      0.51818
0.20528      2.00000      0.51660
0.21005      0.00000      1.34643
0.21005      0.01005      1.33637
0.21005      0.02010      1.32646
0.21005      0.03015      1.31669
0.21005      0.04020      1.30705
0.21005      0.05025      1.29756
0.21005      0.06030      1.28819
0.21005      0.07035      1.27896
0.21005      0.08040      1.26985
0.21005      0.09045      1.26087
0.21005      0.10050      1.25201
0.21005      0.11055      1.24327
0.21005      0.12060      1.23465
0.21005      0.13065      1.22615
0.21005      0.14070      1.21775
0.21005      0.15075      1.20947
0.21005      0.16080      1.20130
0.21005      0.17085      1.19324
0.21005      0.18090      1.18528
0.21005      0.19095      1.17742
0.21005      0.20101      1.16966
0.21005      0.21106      1.16200
0.21005      0.22111      1.15444
0.21005      0.23116      1.14698
0.21005      0.24121      1.13961
0.21005      0.25126      1.13233
0.21005      0.26131      1.12514
0.21005      0.27136      1.11803
0.21005      0.28141      1.11102
0.21005      0.29146      1.10409
0.21005      0.30151      1.09725
0.21005      0.31156      1.09048
0.21005      0.32161      1.08380
0.21005      0.33166      1.07720
0.21005      0.34171      1.07067
0.21005      0.35176      1.06423
0.21005      0.36181      1.05785
0.21005      0.37186      1.05155
0.21005      0.38191      1.04533
0.21005      0.39196      1.03918
0.21005      0.40201      1.03309
0.21005      0.41206      1.02708
0.21005      0.42211      1.02113
0.21005      0.43216      1.01525
0.21005      0.44221      1.00944
0.21005      0.45226      1.00369
0.21005      0.46231      0.99801
0.21005      0.47236      0.99238
0.21005      0.48241      0.98682
0.21005      0.49246      0.98132
0.21005      0.50251      0.97588
0.21005      0.51256      0.97050
0.21005      0.52261      0.96518
0.21005      0.53266      0.95991
0.21005      0.54271      0.95470
0.21005      0.55276      0.94955
0.21005      0.56281      0.94445
0.21005      0.57286      0.93940
0.21005      0.58291      0.93440
0.21005      0.59296      0.92946
0.21005      0.60302      0.92457
0.21005      0.61307      0.91973
0.21005      0.62312      0.91493
0.21005      0.63317      0.91019
0.21005      0.64322      0.90549
0.21005      0.65327      0.90085
0.21005      0.66332      0.89624
0.21005      0.67337      0.89169
0.21005      0.68342      0.88718
0.21005      0.69347      0.88271
0.21005      0.70352      0.87829
0.21005      0.71357      0.87391
0.21005      0.72362      0.86957
0.21005      0.73367      0.86528
0.21005      0.74372      0.86103
0.21005      0.75377      0.85681
0.21005      0.76382      0.85264
0.21005      0.77387      0.84851
0.21005      0.78392      0.84442
0.21005      0.79397      0.84036
0.21005      0.80402      0.83635
0.21005      0.81407      0.83237
0.21005      0.82412      0.82843
0.21005      0.83417      0.82452
0.21005      0.84422      0.82065
0.21005      0.85427      0.81682
0.21005      0.86432      0.81302
0.21005      0.87437      0.80926
0.21005      0.88442      0.80553
0.21005      0.89447      0.80183
0.21005      0.90452      0.79817
0.21005      0.91457      0.79454
0.21005      0.92462      0.79094
0.21005      0.93467      0.78738
0.21005      0.94472      0.78384
0.21005      0.95477      0.78034
0.21005      0.96482      0.77687
0.21005      0.97487      0.77342
0.21005      0.98492      0.77001
0.21005      0.99497      0.76663
0.21005      1.00503      0.76328
0.21005      1.01508      0.75995
0.21005      1.02513      0.75665
0.21005      1.03518      0.75339
0.21005      1.04523      0.75015
0.21005      1.05528      0.74693
0.21005      1.06533      0.74375
0.21005      1.07538      0.74059
0.21005      1.08543      0.73745
0.21005      1.09548      0.73435
0.21005      1.10553      0.73126
0.21005      1.11558      0.72821
0.21005      1.12563      0.72518
0.21005      1.13568      0.72217
0.21005      1.14573      0.71919
0.21005      1.15578      0.71623
0.21005      1.16583      0.71330
0.21005      1.17588      0.71039
0.21005      1.18593      0.70750
0.21005      1.19598      0.70464
0.21005      1.20603      0.70180
0.21005      1.21608      0.69898
0.21005      1.22613      0.69618
0.21005      1.23618      0.69341
0.21005      1.24623      0.69065
0.21005      1.25628      0.68792
0.21005      1.26633      0.68521
0.21005      1.27638      0.68252
0.21005      1.28643      0.67986
0.21005      1.29648      0.67721
0.21005      1.30653      0.67458
0.21005      1.31658      0.67197
0.21005      1.32663      0.66939
0.21005      1.33668      0.66682
0.21005      1.34673      0.66427
0.21005      1.35678      0.66174
0.21005      1.36683      0.65923
0.21005      1.37688      0.65674
0.21005      1.38693      0.65427
0.21005      1.39698      0.65181
0.21005      1.40704      0.64937
0.21005      1.41709      0.64696
0.21005      1.42714      0.64456
0.21005      1.43719      0.64217
0.21005      1.44724      0.63981
0.21005      1.45729      0.63746
0.21005      1.46734      0.63512
0.21005      1.47739      0.63281
0.21005      1.48744      0.63051
0.21005      1.49749      0.62823
0.21005      1.50754      0.62596
0.21005      1.51759      0.62371
0.21005      1.52764      0.62148
0.21005      1.53769      0.61926
0.21005      1.54774      0.61706
0.21005      1.55779      0.61487
0.21005      1.56784      0.61270
0.21005      1.57789      0.61054
0.21005      1.58794      0.60840
0.21005      1.59799      0.60628
0.21005      1.60804      0.60416
0.21005      1.61809      0.60207
0.21005      1.62814      0.59998
0.21005      1.63819      0.59791
0.21005      1.64824      0.59586
0.21005      1.65829      0.59382
0.21005      1.66834      0.59179
0.21005      1.67839      0.58978
0.21005      1.68844      0.58778
0.21005      1.69849      0.58579
0.21005      1.70854      0.58382
0.21005      1.71859      0.58186
0.21005      1.72864      0.57991
0.21005      1.73869      0.57797
0.21005      1.74874      0.57605
0.21005      1.75879      0.57414
0.21005      1.76884      0.57225
0.21005      1.77889      0.57036
0.21005      1.78894      0.56849
0.21005      1.79899      0.56663
0.21005      1.80905      0.56478
0.21005      1.81910      0.56295
0.21005      1.82915      0.56112
0.21005      1.83920      0.55931
0.21005      1.84925      0.55751
0.21005      1.85930      0.55572
0.21005      1.86935      0.55394
0.21005      1.87940      0.55217
0.21005      1.88945      0.55042
0.21005      1.89950      0.54867
0.21005      1.90955      0.54694
0.21005      1.91960      0.54521
0.21005      1.92965      0.54350
0.21005      1.93970      0.54180
0.21005      1.94975      0.54011
0.21005      1.95980      0.53843
0.21005      1.96985      0.53676
0.21005      1.97990      0.53510
0.21005      1.98995      0.53345
0.21005      2.00000      0.53181
0.21482      0.00000      1.39383
0.21482      0.01005      1.38332
0.21482      0.02010      1.37297
0.21482      0.03015      1.36276
0.21482      0.04020      1.35271
0.21482      0.05025      1.34279
0.21482      0.06030      1.33302
0.21482      0.07035      1.32338
0.21482      0.08040      1.31387
0.21482      0.09045      1.30450
0.21482      0.10050      1.29526
0.21482      0.11055      1.28614
0.21482      0.12060      1.27715
0.21482      0.13065      1.26828
0.21482      0.14070      1.25952
0.21482      0.15075      1.25089
0.21482      0.16080      1.24237
0.21482      0.17085      1.23396
0.21482      0.18090      1.22566
0.21482      0.19095      1.21747
0.21482      0.20101      1.20938
0.21482      0.21106      1.20140
0.21482      0.22111      1.19352
0.21482      0.23116      1.18574
0.21482      0.24121      1.17806
0.21482      0.25126      1.17047
0.21482      0.26131      1.16298
0.21482      0.27136      1.15558
0.21482      0.28141      1.14827
0.21482      0.29146      1.14106
0.21482      0.30151      1.13393
0.21482      0.31156      1.12688
0.21482      0.32161      1.11993
0.21482      0.33166      1.11305
0.21482      0.34171      1.10626
0.21482      0.35176      1.09955
0.21482      0.36181      1.09291
0.21482      0.37186      1.08636
0.21482      0.38191      1.07988
0.21482      0.39196      1.07347
0.21482      0.40201      1.06714
0.21482      0.41206      1.06088
0.21482      0.42211      1.05470
0.21482      0.43216      1.04858
0.21482      0.44221      1.04253
0.21482      0.45226      1.03655
0.21482      0.46231      1.03064
0.21482      0.47236      1.02479
0.21482      0.48241      1.01901
0.21482      0.49246      1.01329
0.21482      0.50251      1.00763
0.21482      0.51256      1.00203
0.21482      0.52261      0.99650
0.21482      0.53266      0.99102
0.21482      0.54271      0.98561
0.21482      0.55276      0.98025
0.21482      0.56281      0.97494
0.21482      0.57286      0.96970
0.21482      0.58291      0.96450
0.21482      0.59296      0.95937
0.21482      0.60302      0.95428
0.21482      0.61307      0.94925
0.21482      0.62312      0.94427
0.21482      0.63317      0.93934
0.21482      0.64322      0.93446
0.21482      0.65327      0.92963
0.21482      0.66332      0.92485
0.21482      0.67337      0.92012
0.21482      0.68342      0.91543
0.21482      0.69347      0.91079
0.21482      0.70352      0.90620
0.21482      0.71357      0.90165
0.21482      0.72362      0.89715
0.21482      0.73367      0.89269
0.21482      0.74372      0.88828
0.21482      0.75377      0.88390
0.21482      0.76382      0.87957
0.21482      0.77387      0.87528
0.21482      0.78392      0.87103
0.21482      0.79397      0.86682
0.21482      0.80402      0.86265
0.21482      0.81407      0.85852
0.21482      0.82412      0.85443
0.21482      0.83417      0.85038
0.21482      0.84422      0.84637
0.21482      0.85427      0.84239
0.21482      0.86432      0.83845
0.21482      0.87437      0.83454
0.21482      0.88442      0.83067
0.21482      0.89447      0.82683
0.21482      0.90452      0.82303
0.21482      0.91457      0.81927
0.21482      0.92462      0.81554
0.21482      0.93467      0.81184
0.21482      0.94472      0.80817
0.21482      0.95477      0.80454
0.21482      0.96482      0.80094
0.21482      0.97487      0.79737
0.21482      0.98492      0.79383
0.21482      0.99497      0.79032
0.21482      1.00503      0.78684
0.21482      1.01508      0.78339
0.21482      1.02513      0.77998
0.21482      1.03518      0.77659
0.21482      1.04523      0.77323
0.21482      1.05528      0.76989
0.21482      1.06533      0.76659
0.21482      1.07538      0.76332
0.21482      1.08543      0.76007
0.21482      1.09548      0.75685
0.21482      1.10553      0.75365
0.21482      1.11558      0.75048
0.21482      1.12563      0.74734
0.21482      1.13568      0.74423
0.21482      1.14573      0.74114
0.21482      1.15578      0.73807
0.21482      1.16583      0.73503
0.21482      1.17588      0.73202
0.21482      1.18593      0.72902
0.21482      1.19598      0.72606
0.21482      1.20603      0.72311
0.21482      1.21608      0.72019
0.21482      1.22613      0.71730
0.21482      1.23618      0.71442
0.21482      1.24623      0.71157
0.21482      1.25628      0.70874
0.21482      1.26633      0.70593
0.21482      1.27638      0.70315
0.21482      1.28643      0.70038
0.21482      1.29648      0.69764
0.21482      1.30653      0.69492
0.21482      1.31658      0.69222
0.21482      1.32663      0.68954
0.21482      1.33668      0.68688
0.21482      1.34673      0.68424
0.21482      1.35678      0.68162
0.21482      1.36683      0.67902
0.21482      1.37688      0.67644
0.21482      1.38693      0.67388
0.21482      1.39698      0.67134
0.21482      1.40704      0.66882
0.21482      1.41709      0.66631
0.21482      1.42714      0.66383
0.21482      1.43719      0.66136
0.21482      1.44724      0.65891
0.21482      1.45729      0.65648
0.21482      1.46734      0.65407
0.21482      1.47739      0.65167
0.21482      1.48744      0.64929
0.21482      1.49749      0.64693
0.21482      1.50754      0.64458
0.21482      1.51759      0.64226
0.21482      1.52764      0.63994
0.21482      1.53769      0.63765
0.21482      1.54774      0.63537
0.21482      1.55779      0.63311
0.21482      1.56784      0.63086
0.21482      1.57789      0.62863
0.21482      1.58794      0.62641
0.21482      1.59799      0.62421
0.21482      1.60804      0.62203
0.21482      1.61809      0.61985
0.21482      1.62814      0.61770
0.21482      1.63819      0.61556
0.21482      1.64824      0.61343
0.21482      1.65829      0.61132
0.21482      1.66834      0.60922
0.21482      1.67839      0.60714
0.21482      1.68844      0.60507
0.21482      1.69849      0.60302
0.21482      1.70854      0.60098
0.21482      1.71859      0.59895
0.21482      1.72864      0.59693
0.21482      1.73869      0.59493
0.21482      1.74874      0.59294
0.21482      1.75879      0.59097
0.21482      1.76884      0.58901
0.21482      1.77889      0.58706
0.21482      1.78894      0.58512
0.21482      1.79899      0.58320
0.21482      1.80905      0.58129
0.21482      1.81910      0.57939
0.21482      1.82915      0.57750
0.21482      1.83920      0.57563
0.21482      1.84925      0.57377
0.21482      1.85930      0.57192
0.21482      1.86935      0.57008
0.21482      1.87940      0.56825
0.21482      1.88945      0.56644
0.21482      1.89950      0.56463
0.21482      1.90955      0.56284
0.21482      1.91960      0.56106
0.21482      1.92965      0.55929
0.21482      1.93970      0.55753
0.21482      1.94975      0.55578
0.21482      1.95980      0.55404
0.21482      1.96985      0.55232
0.21482      1.97990      0.55060
0.21482      1.98995      0.54890
0.21482      2.00000      0.54720
0.21960      0.00000      1.44229
0.21960      0.01005      1.43132
0.21960      0.02010      1.42051
0.21960      0.03015      1.40986
0.21960      0.04020      1.39936
0.21960      0.05025      1.38902
0.21960      0.06030      1.37882
0.21960      0.07035      1.36876
0.21960      0.08040      1.35885
0.21960      0.09045      1.34907
0.21960      0.10050      1.33943
0.21960      0.11055      1.32992
0.21960      0.12060      1.32055
0.21960      0.13065      1.31130
0.21960      0.14070      1.30217
0.21960      0.15075      1.29317
0.21960      0.16080      1.28429
0.21960      0.17085      1.27552
0.21960      0.18090      1.26687
0.21960      0.19095      1.25834
0.21960      0.20101      1.24991
0.21960      0.21106      1.24159
0.21960      0.22111      1.23338
0.21960      0.23116      1.22528
0.21960      0.24121      1.21728
0.21960      0.25126      1.20938
0.21960      0.26131      1.20158
0.21960      0.27136      1.19387
0.21960      0.28141      1.18627
0.21960      0.29146      1.17875
0.21960      0.30151      1.17133
0.21960      0.31156      1.16400
0.21960      0.32161      1.15675
0.21960      0.33166      1.14960
0.21960      0.34171      1.14253
0.21960      0.35176      1.13554
0.21960      0.36181      1.12864
0.21960      0.37186      1.12182
0.21960      0.38191      1.11508
0.21960      0.39196      1.10842
0.21960      0.40201      1.10183
0.21960      0.41206      1.09532
0.21960      0.42211      1.08889
0.21960      0.43216      1.08253
0.21960      0.44221      1.07624
0.21960      0.45226      1.07002
0.21960      0.46231      1.06387
0.21960      0.47236      1.05779
0.21960      0.48241      1.05178
0.21960      0.49246      1.04583
0.21960      0.50251      1.03995
0.21960      0.51256      1.03413
0.21960      0.52261      1.02838
0.21960      0.53266      1.02269
0.21960      0.54271      1.01706
0.21960      0.55276      1.01149
0.21960      0.56281      1.00598
0.21960      0.57286      1.00053
0.21960      0.58291      0.99514
0.21960      0.59296      0.98980
0.21960      0.60302      0.98452
0.21960      0.61307      0.97929
0.21960      0.62312      0.97412
0.21960      0.63317      0.96900
0.21960      0.64322      0.96393
0.21960      0.65327      0.95892
0.21960      0.66332      0.95395
0.21960      0.67337      0.94904
0.21960      0.68342      0.94417
0.21960      0.69347      0.93936
0.21960      0.70352      0.93459
0.21960      0.71357      0.92987
0.21960      0.72362      0.92519
0.21960      0.73367      0.92056
0.21960      0.74372      0.91598
0.21960      0.75377      0.91144
0.21960      0.76382      0.90695
0.21960      0.77387      0.90249
0.21960      0.78392      0.89808
0.21960      0.79397      0.89372
0.21960      0.80402      0.88939
0.21960      0.81407      0.88511
0.21960      0.82412      0.88086
0.21960      0.83417      0.87666
0.21960      0.84422      0.87249
0.21960      0.85427      0.86837
0.21960      0.86432      0.86428
0.21960      0.87437      0.86023
0.21960      0.88442      0.85621
0.21960      0.89447      0.85224
0.21960      0.90452      0.84829
0.21960      0.91457      0.84439
0.21960      0.92462      0.84052
0.21960      0.93467      0.83668
0.21960      0.94472      0.83288
0.21960      0.95477      0.82912
0.21960      0.96482      0.82538
0.21960      0.97487      0.82168
0.21960      0.98492      0.81801
0.21960      0.99497      0.81438
0.21960      1.00503      0.81077
0.21960      1.01508      0.80720
0.21960      1.02513      0.80365
0.21960      1.03518      0.80014
0.21960      1.04523      0.79666
0.21960      1.05528      0.79321
0.21960      1.06533      0.78978
0.21960      1.07538      0.78639
0.21960      1.08543      0.78302
0.21960      1.09548      0.77969
0.21960      1.10553      0.77638
0.21960      1.11558      0.77309
0.21960      1.12563      0.76984
0.21960      1.13568      0.76661
0.21960      1.14573      0.76341
0.21960      1.15578      0.76024
0.21960      1.16583      0.75709
0.21960      1.17588      0.75396
0.21960      1.18593      0.75086
0.21960      1.19598      0.74779
0.21960      1.20603      0.74474
0.21960      1.21608      0.74172
0.21960      1.22613      0.73872
0.21960      1.23618      0.73574
0.21960      1.24623      0.73279
0.21960      1.25628      0.72986
0.21960      1.26633      0.72695
0.21960      1.27638      0.72407
0.21960      1.28643      0.72121
0.21960      1.29648      0.71837
0.21960      1.30653      0.71555
0.21960      1.31658      0.71276
0.21960      1.32663      0.70998
0.21960      1.33668      0.70723
0.21960      1.34673      0.70450
0.21960      1.35678      0.70179
0.21960      1.36683      0.69910
0.21960      1.37688      0.69642
0.21960      1.38693      0.69377
0.21960      1.39698      0.69114
0.21960      1.40704      0.68853
0.21960      1.41709      0.68594
0.21960      1.42714      0.68337
0.21960      1.43719      0.68082
0.21960      1.44724      0.67828
0.21960      1.45729      0.67577
0.21960      1.46734      0.67327
0.21960      1.47739      0.67079
0.21960      1.48744      0.66833
0.21960      1.49749      0.66588
0.21960      1.50754      0.66346
0.21960      1.51759      0.66105
0.21960      1.52764      0.65866
0.21960      1.53769      0.65628
0.21960      1.54774      0.65393
0.21960      1.55779      0.65158
0.21960      1.56784      0.64926
0.21960      1.57789      0.64695
0.21960      1.58794      0.64466
0.21960      1.59799      0.64238
0.21960      1.60804      0.64012
0.21960      1.61809      0.63788
0.21960      1.62814      0.63565
0.21960      1.63819      0.63344
0.21960      1.64824      0.63124
0.21960      1.65829      0.62905
0.21960      1.66834      0.62689
0.21960      1.67839      0.62473
0.21960      1.68844      0.62259
0.21960      1.69849      0.62047
0.21960      1.70854      0.61836
0.21960      1.71859      0.61626
0.21960      1.72864      0.61418
0.21960      1.73869      0.61211
0.21960      1.74874      0.61006
0.21960      1.75879      0.60801
0.21960      1.76884      0.60599
0.21960      1.77889      0.60397
0.21960      1.78894      0.60197
0.21960      1.79899      0.59998
0.21960      1.80905      0.59801
0.21960      1.81910      0.59605
0.21960      1.82915      0.59410
0.21960      1.83920      0.59216
0.21960      1.84925      0.59023
0.21960      1.85930      0.58832
0.21960      1.86935      0.58642
0.21960      1.87940      0.58453
0.21960      1.88945      0.58266
0.21960      1.89950      0.58079
0.21960      1.90955      0.57894
0.21960      1.91960      0.57710
0.21960      1.92965      0.57527
0.21960      1.93970      0.57345
0.21960      1.94975      0.57165
0.21960      1.95980      0.56985
0.21960      1.96985      0.56807
0.21960      1.97990      0.56629
0.21960      1.98995      0.56453
0.21960      2.00000      0.56278
0.22437      0.00000      1.49184
0.22437      0.01005      1.48039
0.22437      0.02010      1.46911
0.22437      0.03015      1.45800
0.22437      0.04020      1.44705
0.22437      0.05025      1.43626
0.22437      0.06030      1.42562
0.22437      0.07035      1.41513
0.22437      0.08040      1.40480
0.22437      0.09045      1.39460
0.22437      0.10050      1.38455
0.22437      0.11055      1.37464
0.22437      0.12060      1.36487
0.22437      0.13065      1.35523
0.22437      0.14070      1.34572
0.22437      0.15075      1.33634
0.22437      0.16080      1.32708
0.22437      0.17085      1.31795
0.22437      0.18090      1.30894
0.22437      0.19095      1.30005
0.22437      0.20101      1.29127
0.22437      0.21106      1.28261
0.22437      0.22111      1.27406
0.22437      0.23116      1.26562
0.22437      0.24121      1.25729
0.22437      0.25126      1.24907
0.22437      0.26131      1.24095
0.22437      0.27136      1.23293
0.22437      0.28141      1.22501
0.22437      0.29146      1.21719
0.22437      0.30151      1.20947
0.22437      0.31156      1.20184
0.22437      0.32161      1.19430
0.22437      0.33166      1.18686
0.22437      0.34171      1.17950
0.22437      0.35176      1.17224
0.22437      0.36181      1.16506
0.22437      0.37186      1.15796
0.22437      0.38191      1.15095
0.22437      0.39196      1.14402
0.22437      0.40201      1.13718
0.22437      0.41206      1.13041
0.22437      0.42211      1.12372
0.22437      0.43216      1.11711
0.22437      0.44221      1.11057
0.22437      0.45226      1.10411
0.22437      0.46231      1.09771
0.22437      0.47236      1.09140
0.22437      0.48241      1.08515
0.22437      0.49246      1.07897
0.22437      0.50251      1.07286
0.22437      0.51256      1.06682
0.22437      0.52261      1.06084
0.22437      0.53266      1.05493
0.22437      0.54271      1.04908
0.22437      0.55276      1.04330
0.22437      0.56281      1.03757
0.22437      0.57286      1.03191
0.22437      0.58291      1.02631
0.22437      0.59296      1.02077
0.22437      0.60302      1.01528
0.22437      0.61307      1.00986
0.22437      0.62312      1.00449
0.22437      0.63317      0.99917
0.22437      0.64322      0.99391
0.22437      0.65327      0.98871
0.22437      0.66332      0.98355
0.22437      0.67337      0.97845
0.22437      0.68342      0.97340
0.22437      0.69347      0.96840
0.22437      0.70352      0.96346
0.22437      0.71357      0.95856
0.22437      0.72362      0.95371
0.22437      0.73367      0.94890
0.22437      0.74372      0.94415
0.22437      0.75377      0.93944
0.22437      0.76382      0.93478
0.22437      0.77387      0.93016
0.22437      0.78392      0.92559
0.22437      0.79397      0.92106
0.22437      0.80402      0.91657
0.22437      0.81407      0.91213
0.22437      0.82412      0.90772
0.22437      0.83417      0.90336
0.22437      0.84422      0.89905
0.22437      0.85427      0.89477
0.22437      0.86432      0.89053
0.22437      0.87437      0.88633
0.22437      0.88442      0.88217
0.22437      0.89447      0.87804
0.22437      0.90452      0.87396
0.22437      0.91457      0.86991
0.22437      0.92462      0.86590
0.22437      0.93467      0.86192
0.22437      0.94472      0.85798
0.22437      0.95477      0.85408
0.22437      0.96482      0.85021
0.22437      0.97487      0.84637
0.22437      0.98492      0.84257
0.22437      0.99497      0.83881
0.22437      1.00503      0.83507
0.22437      1.01508      0.83137
0.22437      1.02513      0.82770
0.22437      1.03518      0.82406
0.22437      1.04523      0.82045
0.22437      1.05528      0.81688
0.22437      1.06533      0.81333
0.22437      1.07538      0.80981
0.22437      1.08543      0.80633
0.22437      1.09548      0.80287
0.22437      1.10553      0.79944
0.22437      1.11558      0.79604
0.22437      1.12563      0.79267
0.22437      1.13568      0.78933
0.22437      1.14573      0.78602
0.22437      1.15578      0.78273
0.22437      1.16583      0.77947
0.22437      1.17588      0.77623
0.22437      1.18593      0.77303
0.22437      1.19598      0.76984
0.22437      1.20603      0.76669
0.22437      1.21608      0.76356
0.22437      1.22613      0.76045
0.22437      1.23618      0.75737
0.22437      1.24623      0.75432
0.22437      1.25628      0.75128
0.22437      1.26633      0.74828
0.22437      1.27638      0.74529
0.22437      1.28643      0.74233
0.22437      1.29648      0.73939
0.22437      1.30653      0.73648
0.22437      1.31658      0.73358
0.22437      1.32663      0.73071
0.22437      1.33668      0.72786
0.22437      1.34673      0.72504
0.22437      1.35678      0.72223
0.22437      1.36683      0.71945
0.22437      1.37688      0.71669
0.22437      1.38693      0.71395
0.22437      1.39698      0.71122
0.22437      1.40704      0.70852
0.22437      1.41709      0.70584
0.22437      1.42714      0.70318
0.22437      1.43719      0.70054
0.22437      1.44724      0.69792
0.22437      1.45729      0.69532
0.22437      1.46734      0.69273
0.22437      1.47739      0.69017
0.22437      1.48744      0.68762
0.22437      1.49749      0.68510
0.22437      1.50754      0.68259
0.22437      1.51759      0.68010
0.22437      1.52764      0.67763
0.22437      1.53769      0.67517
0.22437      1.54774      0.67273
0.22437      1.55779      0.67031
0.22437      1.56784      0.66791
0.22437      1.57789      0.66552
0.22437      1.58794      0.66315
0.22437      1.59799      0.66080
0.22437      1.60804      0.65846
0.22437      1.61809      0.65614
0.22437      1.62814      0.65384
0.22437      1.63819      0.65155
0.22437      1.64824      0.64928
0.22437      1.65829      0.64702
0.22437      1.66834      0.64478
0.22437      1.67839      0.64255
0.22437      1.68844      0.64034
0.22437      1.69849      0.63815
0.22437      1.70854      0.63597
0.22437      1.71859      0.63380
0.22437      1.72864      0.63165
0.22437      1.73869      0.62951
0.22437      1.74874      0.62739
0.22437      1.75879      0.62528
0.22437      1.76884      0.62318
0.22437      1.77889      0.62110
0.22437      1.78894      0.61903
0.22437      1.79899      0.61698
0.22437      1.80905      0.61494
0.22437      1.81910      0.61291
0.22437      1.82915      0.61090
0.22437      1.83920      0.60890
0.22437      1.84925      0.60691
0.22437      1.85930      0.60493
0.22437      1.86935      0.60297
0.22437      1.87940      0.60102
0.22437      1.88945      0.59908
0.22437      1.89950      0.59716
0.22437      1.90955      0.59524
0.22437      1.91960      0.59334
0.22437      1.92965      0.59145
0.22437      1.93970      0.58958
0.22437      1.94975      0.58771
0.22437      1.95980      0.58586
0.22437      1.96985      0.58401
0.22437      1.97990      0.58218
0.22437      1.98995      0.58036
0.22437      2.00000      0.57856
0.22915      0.00000      1.54251
0.22915      0.01005      1.53057
0.22915      0.02010      1.51881
0.22915      0.03015      1.50722
0.22915      0.04020      1.49580
0.22915      0.05025      1.48454
0.22915      0.06030      1.47345
0.22915      0.07035      1.46252
0.22915      0.08040      1.45174
0.22915      0.09045      1.44112
0.22915      0.10050      1.43065
0.22915      0.11055      1.42032
0.22915      0.12060      1.41013
0.22915      0.13065      1.40009
0.22915      0.14070      1.39018
0.22915      0.15075      1.38041
0.22915      0.16080      1.37077
0.22915      0.17085      1.36126
0.22915      0.18090      1.35188
0.22915      0.19095      1.34262
0.22915      0.20101      1.33349
0.22915      0.21106      1.32447
0.22915      0.22111      1.31557
0.22915      0.23116      1.30679
0.22915      0.24121      1.29812
0.22915      0.25126      1.28956
0.22915      0.26131      1.28111
0.22915      0.27136      1.27277
0.22915      0.28141      1.26453
0.22915      0.29146      1.25639
0.22915      0.30151      1.24836
0.22915      0.31156      1.24042
0.22915      0.32161      1.23259
0.22915      0.33166      1.22484
0.22915      0.34171      1.21720
0.22915      0.35176      1.20964
0.22915      0.36181      1.20218
0.22915      0.37186      1.19480
0.22915      0.38191      1.18751
0.22915      0.39196      1.18031
0.22915      0.40201      1.17320
0.22915      0.41206      1.16616
0.22915      0.42211      1.15921
0.22915      0.43216      1.15234
0.22915      0.44221      1.14554
0.22915      0.45226      1.13883
0.22915      0.46231      1.13219
0.22915      0.47236      1.12563
0.22915      0.48241      1.11914
0.22915      0.49246      1.11272
0.22915      0.50251      1.10637
